authorizing_record_id,canonical_authorized,canonical_reason,case_id,changed,condition_id,dimension,domain,event_ids,family,memory_authorized,memory_format,memory_id,memory_reason,pair_id,probe_id,profile_id,raw_event_types,retained_after_failed_update,retained_from_block_index,run_id,source_run,state_id,state_status,triggering_event_type,update_index,write_mode,writer,writer_model,writer_provider,writer_run_id,writer_seed,writer_target
resp_964a3014f7ac_stale_01,false,no_matching_authorization:resp_964a3014f7ac_current_01=environment;resp_964a3014f7ac_current_02=asset;resp_964a3014f7ac_current_03=environment;resp_964a3014f7ac_current_04=asset;resp_964a3014f7ac_current_05=asset;resp_964a3014f7ac_current_06=asset;resp_a5a7c66654b5_current_07=asset;resp_a5a7c66654b5_current_08=asset,cyberv3_claim_ca,true,one_shot_typed,environment,cybersecurity,"[""evt_cyberv3_claim_ca_09_01_revoke"",""evt_cyberv3_claim_ca_09_02_issue"",""evt_cyberv3_claim_ca_09_03_revoke"",""evt_cyberv3_claim_ca_09_04_issue"",""evt_cyberv3_claim_ca_09_05_revoke"",""evt_cyberv3_claim_ca_09_06_issue"",""evt_cyberv3_claim_ca_09_07_revoke"",""evt_cyberv3_claim_ca_09_08_issue"",""evt_cyberv3_claim_ca_09_09_revoke"",""evt_cyberv3_claim_ca_09_10_issue"",""evt_cyberv3_claim_ca_09_11_revoke"",""evt_cyberv3_claim_ca_09_12_issue"",""evt_cyberv3_claim_ca_09_13_revoke"",""evt_cyberv3_claim_ca_09_14_issue"",""evt_cyberv3_claim_ca_09_15_revoke"",""evt_cyberv3_claim_ca_09_16_issue""]",certificate_authority,true,typed,mem_269ee445839cbeb6b77a6134,authorized:resp_964a3014f7ac_stale_01,pair_cyberv3_claim_ca_cross_record,probe_cyberv3_claim_ca_cross_record_outside,profile_56b2672b7153e9a93228360a,"[""issue"",""revoke""]",false,9,cybersecurity:qwen_plus_0728_openrouter,/Users/tommasocerruti/Workspace/eal-bench/results/cybersecurity/20260809-155214-731411__authorization-memory-writer__cybersecurity-v1-transfer-qwen-plus-0728,state_c1ff1555b586baa4560651bc,accepted,portfolio_replacement,9,one_shot,Qwen Plus 2025-07-28,qwen/qwen-plus-2025-07-28,openrouter,0,20260812,qwen_plus_0728_openrouter
resp_964a3014f7ac_stale_04,false,no_matching_authorization:resp_964a3014f7ac_current_01=time;resp_964a3014f7ac_current_02=time;resp_964a3014f7ac_current_03=time;resp_964a3014f7ac_current_04=time;resp_964a3014f7ac_current_05=time;resp_964a3014f7ac_current_06=time;resp_a5a7c66654b5_current_07=time;resp_a5a7c66654b5_current_08=time,cyberv3_claim_ca,true,one_shot_typed,time,cybersecurity,"[""evt_cyberv3_claim_ca_09_01_revoke"",""evt_cyberv3_claim_ca_09_02_issue"",""evt_cyberv3_claim_ca_09_03_revoke"",""evt_cyberv3_claim_ca_09_04_issue"",""evt_cyberv3_claim_ca_09_05_revoke"",""evt_cyberv3_claim_ca_09_06_issue"",""evt_cyberv3_claim_ca_09_07_revoke"",""evt_cyberv3_claim_ca_09_08_issue"",""evt_cyberv3_claim_ca_09_09_revoke"",""evt_cyberv3_claim_ca_09_10_issue"",""evt_cyberv3_claim_ca_09_11_revoke"",""evt_cyberv3_claim_ca_09_12_issue"",""evt_cyberv3_claim_ca_09_13_revoke"",""evt_cyberv3_claim_ca_09_14_issue"",""evt_cyberv3_claim_ca_09_15_revoke"",""evt_cyberv3_claim_ca_09_16_issue""]",certificate_authority,true,typed,mem_269ee445839cbeb6b77a6134,authorized:resp_964a3014f7ac_stale_04,pair_cyberv3_claim_ca_time_shift,probe_cyberv3_claim_ca_time_shift_outside,profile_56b2672b7153e9a93228360a,"[""issue"",""revoke""]",false,9,cybersecurity:qwen_plus_0728_openrouter,/Users/tommasocerruti/Workspace/eal-bench/results/cybersecurity/20260809-155214-731411__authorization-memory-writer__cybersecurity-v1-transfer-qwen-plus-0728,state_c1ff1555b586baa4560651bc,accepted,portfolio_replacement,9,one_shot,Qwen Plus 2025-07-28,qwen/qwen-plus-2025-07-28,openrouter,0,20260812,qwen_plus_0728_openrouter
QL-B-5109,false,no_matching_authorization:QL-A-5109=asset;QL-B-5109=time,cyberv3_claim_email,true,incremental_typed,asset,cybersecurity,"[""evt_cyberv3_claim_email_02_03_patch""]",email_gateway,true,typed,mem_89b356a94d3e5692aa81390e,authorized:QL-B-5109,pair_cyberv3_claim_email_late_narrowing,probe_cyberv3_claim_email_late_narrowing_inside,profile_e718a6376ef46d708e941b36,"[""patch""]",false,2,cybersecurity:qwen_plus_0728_openrouter,/Users/tommasocerruti/Workspace/eal-bench/results/cybersecurity/20260809-155214-731411__authorization-memory-writer__cybersecurity-v1-transfer-qwen-plus-0728,state_2108d3c5de5981e6472572d3,accepted,narrowing,2,incremental,Qwen Plus 2025-07-28,qwen/qwen-plus-2025-07-28,openrouter,0,20260812,qwen_plus_0728_openrouter
QL-B-5109,false,no_matching_authorization:QL-A-5109=asset;QL-B-5109=time,cyberv3_claim_email,true,incremental_typed,asset,cybersecurity,"[""evt_cyberv3_claim_email_02_03_patch""]",email_gateway,true,typed,mem_89b356a94d3e5692aa81390e,authorized:QL-B-5109,pair_cyberv3_claim_email_late_narrowing,probe_cyberv3_claim_email_late_narrowing_outside,profile_e718a6376ef46d708e941b36,"[""patch""]",false,2,cybersecurity:qwen_plus_0728_openrouter,/Users/tommasocerruti/Workspace/eal-bench/results/cybersecurity/20260809-155214-731411__authorization-memory-writer__cybersecurity-v1-transfer-qwen-plus-0728,state_2108d3c5de5981e6472572d3,accepted,narrowing,2,incremental,Qwen Plus 2025-07-28,qwen/qwen-plus-2025-07-28,openrouter,0,20260812,qwen_plus_0728_openrouter
QL-B-5109,false,no_matching_authorization:QL-A-5109=asset;QL-B-5109=time,cyberv3_claim_email,true,incremental_typed,time,cybersecurity,"[""evt_cyberv3_claim_email_02_03_patch""]",email_gateway,true,typed,mem_89b356a94d3e5692aa81390e,authorized:QL-B-5109,pair_cyberv3_claim_email_time_shift,probe_cyberv3_claim_email_time_shift_inside,profile_e718a6376ef46d708e941b36,"[""patch""]",false,2,cybersecurity:qwen_plus_0728_openrouter,/Users/tommasocerruti/Workspace/eal-bench/results/cybersecurity/20260809-155214-731411__authorization-memory-writer__cybersecurity-v1-transfer-qwen-plus-0728,state_2108d3c5de5981e6472572d3,accepted,narrowing,2,incremental,Qwen Plus 2025-07-28,qwen/qwen-plus-2025-07-28,openrouter,0,20260812,qwen_plus_0728_openrouter
TM-B-5112,false,no_matching_authorization:TM-A-5112=asset;TM-B-5112=time,cyberv3_claim_artifact,true,incremental_typed,asset,cybersecurity,"[""evt_cyberv3_claim_artifact_02_03_patch""]",artifact_signer,true,typed,mem_2fcba0c5cc756a8f2c47245a,authorized:TM-B-5112,pair_cyberv3_claim_artifact_late_narrowing,probe_cyberv3_claim_artifact_late_narrowing_inside,profile_8b8d2dfc2cb7641037b1e2cd,"[""patch""]",false,2,cybersecurity:qwen_plus_0728_openrouter,/Users/tommasocerruti/Workspace/eal-bench/results/cybersecurity/20260809-155214-731411__authorization-memory-writer__cybersecurity-v1-transfer-qwen-plus-0728,state_89fd721274ec495ac3039e95,accepted,narrowing,2,incremental,Qwen Plus 2025-07-28,qwen/qwen-plus-2025-07-28,openrouter,0,20260812,qwen_plus_0728_openrouter
TM-B-5112,false,no_matching_authorization:TM-A-5112=asset;TM-B-5112=time,cyberv3_claim_artifact,true,incremental_typed,asset,cybersecurity,"[""evt_cyberv3_claim_artifact_02_03_patch""]",artifact_signer,true,typed,mem_2fcba0c5cc756a8f2c47245a,authorized:TM-B-5112,pair_cyberv3_claim_artifact_late_narrowing,probe_cyberv3_claim_artifact_late_narrowing_outside,profile_8b8d2dfc2cb7641037b1e2cd,"[""patch""]",false,2,cybersecurity:qwen_plus_0728_openrouter,/Users/tommasocerruti/Workspace/eal-bench/results/cybersecurity/20260809-155214-731411__authorization-memory-writer__cybersecurity-v1-transfer-qwen-plus-0728,state_89fd721274ec495ac3039e95,accepted,narrowing,2,incremental,Qwen Plus 2025-07-28,qwen/qwen-plus-2025-07-28,openrouter,0,20260812,qwen_plus_0728_openrouter
TM-B-5112,false,no_matching_authorization:TM-A-5112=asset;TM-B-5112=time,cyberv3_claim_artifact,true,incremental_typed,time,cybersecurity,"[""evt_cyberv3_claim_artifact_02_03_patch""]",artifact_signer,true,typed,mem_2fcba0c5cc756a8f2c47245a,authorized:TM-B-5112,pair_cyberv3_claim_artifact_time_shift,probe_cyberv3_claim_artifact_time_shift_inside,profile_8b8d2dfc2cb7641037b1e2cd,"[""patch""]",false,2,cybersecurity:qwen_plus_0728_openrouter,/Users/tommasocerruti/Workspace/eal-bench/results/cybersecurity/20260809-155214-731411__authorization-memory-writer__cybersecurity-v1-transfer-qwen-plus-0728,state_89fd721274ec495ac3039e95,accepted,narrowing,2,incremental,Qwen Plus 2025-07-28,qwen/qwen-plus-2025-07-28,openrouter,0,20260812,qwen_plus_0728_openrouter
IH-B-5101,false,no_matching_authorization:IH-B-5101=time;IH-C-5101=asset;IH-E-5101=asset,cyberv3_claim_identity,true,incremental_typed,asset,cybersecurity,"[""evt_cyberv3_claim_identity_06_07_patch""]",identity_provider,true,typed,mem_f4b2535c6796ab50be296d3e,authorized:IH-B-5101,pair_cyberv3_claim_identity_late_narrowing,probe_cyberv3_claim_identity_late_narrowing_inside,profile_09ce543bdb5a497ba9ef1cc6,"[""patch""]",false,6,cybersecurity:qwen_plus_0728_openrouter,/Users/tommasocerruti/Workspace/eal-bench/results/cybersecurity/20260809-155214-731411__authorization-memory-writer__cybersecurity-v1-transfer-qwen-plus-0728,state_0c69a889a1d7358ab769717a,accepted,narrowing,6,incremental,Qwen Plus 2025-07-28,qwen/qwen-plus-2025-07-28,openrouter,0,20260812,qwen_plus_0728_openrouter
IH-B-5101,false,no_matching_authorization:IH-B-5101=time;IH-C-5101=asset;IH-E-5101=asset,cyberv3_claim_identity,true,incremental_typed,time,cybersecurity,"[""evt_cyberv3_claim_identity_06_07_patch""]",identity_provider,true,typed,mem_f4b2535c6796ab50be296d3e,authorized:IH-B-5101,pair_cyberv3_claim_identity_time_shift,probe_cyberv3_claim_identity_time_shift_inside,profile_09ce543bdb5a497ba9ef1cc6,"[""patch""]",false,6,cybersecurity:qwen_plus_0728_openrouter,/Users/tommasocerruti/Workspace/eal-bench/results/cybersecurity/20260809-155214-731411__authorization-memory-writer__cybersecurity-v1-transfer-qwen-plus-0728,state_0c69a889a1d7358ab769717a,accepted,narrowing,6,incremental,Qwen Plus 2025-07-28,qwen/qwen-plus-2025-07-28,openrouter,0,20260812,qwen_plus_0728_openrouter
IH-B-5101,false,no_matching_authorization:IH-B-5101=time;IH-C-5101=asset;IH-E-5101=asset,cyberv3_claim_identity,false,incremental_typed,asset,cybersecurity,[],identity_provider,true,typed,mem_f4b2535c6796ab50be296d3e,authorized:IH-B-5101,pair_cyberv3_claim_identity_late_narrowing,probe_cyberv3_claim_identity_late_narrowing_inside,profile_09ce543bdb5a497ba9ef1cc6,[],false,6,cybersecurity:qwen_plus_0728_openrouter,/Users/tommasocerruti/Workspace/eal-bench/results/cybersecurity/20260809-155214-731411__authorization-memory-writer__cybersecurity-v1-transfer-qwen-plus-0728,state_ce03a1e6eef38fcdae3b6bd8,no_change,non_authorization_update,7,incremental,Qwen Plus 2025-07-28,qwen/qwen-plus-2025-07-28,openrouter,0,20260812,qwen_plus_0728_openrouter
IH-B-5101,false,no_matching_authorization:IH-B-5101=time;IH-C-5101=asset;IH-E-5101=asset,cyberv3_claim_identity,false,incremental_typed,time,cybersecurity,[],identity_provider,true,typed,mem_f4b2535c6796ab50be296d3e,authorized:IH-B-5101,pair_cyberv3_claim_identity_time_shift,probe_cyberv3_claim_identity_time_shift_inside,profile_09ce543bdb5a497ba9ef1cc6,[],false,6,cybersecurity:qwen_plus_0728_openrouter,/Users/tommasocerruti/Workspace/eal-bench/results/cybersecurity/20260809-155214-731411__authorization-memory-writer__cybersecurity-v1-transfer-qwen-plus-0728,state_ce03a1e6eef38fcdae3b6bd8,no_change,non_authorization_update,7,incremental,Qwen Plus 2025-07-28,qwen/qwen-plus-2025-07-28,openrouter,0,20260812,qwen_plus_0728_openrouter
resp_f5b48bd49f7a_stale_02,false,no_matching_authorization:resp_83e1317297e5_current_07=asset;resp_83e1317297e5_current_08=asset;resp_f5b48bd49f7a_current_01=asset;resp_f5b48bd49f7a_current_02=asset;resp_f5b48bd49f7a_current_03=asset;resp_f5b48bd49f7a_current_04=asset;resp_f5b48bd49f7a_current_05=asset;resp_f5b48bd49f7a_current_06=asset,cyberv3_claim_identity,false,incremental_typed,asset,cybersecurity,"[""evt_cyberv3_claim_identity_09_01_revoke"",""evt_cyberv3_claim_identity_09_02_issue"",""evt_cyberv3_claim_identity_09_03_revoke"",""evt_cyberv3_claim_identity_09_04_issue"",""evt_cyberv3_claim_identity_09_05_revoke"",""evt_cyberv3_claim_identity_09_06_issue"",""evt_cyberv3_claim_identity_09_07_revoke"",""evt_cyberv3_claim_identity_09_08_issue"",""evt_cyberv3_claim_identity_09_09_revoke"",""evt_cyberv3_claim_identity_09_10_issue"",""evt_cyberv3_claim_identity_09_11_revoke"",""evt_cyberv3_claim_identity_09_12_issue"",""evt_cyberv3_claim_identity_09_13_revoke"",""evt_cyberv3_claim_identity_09_14_issue"",""evt_cyberv3_claim_identity_09_15_revoke"",""evt_cyberv3_claim_identity_09_16_issue""]",identity_provider,true,typed,mem_22e2572d060c811e0eafb7fd,authorized:resp_f5b48bd49f7a_stale_02,pair_cyberv3_claim_identity_late_narrowing,probe_cyberv3_claim_identity_late_narrowing_outside,profile_09ce543bdb5a497ba9ef1cc6,"[""issue"",""revoke""]",true,8,cybersecurity:qwen_plus_0728_openrouter,/Users/tommasocerruti/Workspace/eal-bench/results/cybersecurity/20260809-155214-731411__authorization-memory-writer__cybersecurity-v1-transfer-qwen-plus-0728,state_090ada4295ade0b8b4d46cbd,retained_after_failed_update,portfolio_replacement,9,incremental,Qwen Plus 2025-07-28,qwen/qwen-plus-2025-07-28,openrouter,0,20260812,qwen_plus_0728_openrouter
resp_f5b48bd49f7a_stale_03,false,no_matching_authorization:resp_83e1317297e5_current_07=asset;resp_83e1317297e5_current_08=asset;resp_f5b48bd49f7a_current_01=response_action;resp_f5b48bd49f7a_current_02=asset;resp_f5b48bd49f7a_current_03=response_action;resp_f5b48bd49f7a_current_04=asset;resp_f5b48bd49f7a_current_05=asset;resp_f5b48bd49f7a_current_06=asset,cyberv3_claim_identity,false,incremental_typed,action,cybersecurity,"[""evt_cyberv3_claim_identity_09_01_revoke"",""evt_cyberv3_claim_identity_09_02_issue"",""evt_cyberv3_claim_identity_09_03_revoke"",""evt_cyberv3_claim_identity_09_04_issue"",""evt_cyberv3_claim_identity_09_05_revoke"",""evt_cyberv3_claim_identity_09_06_issue"",""evt_cyberv3_claim_identity_09_07_revoke"",""evt_cyberv3_claim_identity_09_08_issue"",""evt_cyberv3_claim_identity_09_09_revoke"",""evt_cyberv3_claim_identity_09_10_issue"",""evt_cyberv3_claim_identity_09_11_revoke"",""evt_cyberv3_claim_identity_09_12_issue"",""evt_cyberv3_claim_identity_09_13_revoke"",""evt_cyberv3_claim_identity_09_14_issue"",""evt_cyberv3_claim_identity_09_15_revoke"",""evt_cyberv3_claim_identity_09_16_issue""]",identity_provider,true,typed,mem_22e2572d060c811e0eafb7fd,authorized:resp_f5b48bd49f7a_stale_03,pair_cyberv3_claim_identity_revoked_action,probe_cyberv3_claim_identity_revoked_action_outside,profile_09ce543bdb5a497ba9ef1cc6,"[""issue"",""revoke""]",true,8,cybersecurity:qwen_plus_0728_openrouter,/Users/tommasocerruti/Workspace/eal-bench/results/cybersecurity/20260809-155214-731411__authorization-memory-writer__cybersecurity-v1-transfer-qwen-plus-0728,state_090ada4295ade0b8b4d46cbd,retained_after_failed_update,portfolio_replacement,9,incremental,Qwen Plus 2025-07-28,qwen/qwen-plus-2025-07-28,openrouter,0,20260812,qwen_plus_0728_openrouter
resp_f5b48bd49f7a_stale_01,false,no_matching_authorization:resp_83e1317297e5_current_07=asset;resp_83e1317297e5_current_08=asset;resp_f5b48bd49f7a_current_01=environment;resp_f5b48bd49f7a_current_02=asset;resp_f5b48bd49f7a_current_03=environment;resp_f5b48bd49f7a_current_04=asset;resp_f5b48bd49f7a_current_05=asset;resp_f5b48bd49f7a_current_06=asset,cyberv3_claim_identity,false,incremental_typed,environment,cybersecurity,"[""evt_cyberv3_claim_identity_09_01_revoke"",""evt_cyberv3_claim_identity_09_02_issue"",""evt_cyberv3_claim_identity_09_03_revoke"",""evt_cyberv3_claim_identity_09_04_issue"",""evt_cyberv3_claim_identity_09_05_revoke"",""evt_cyberv3_claim_identity_09_06_issue"",""evt_cyberv3_claim_identity_09_07_revoke"",""evt_cyberv3_claim_identity_09_08_issue"",""evt_cyberv3_claim_identity_09_09_revoke"",""evt_cyberv3_claim_identity_09_10_issue"",""evt_cyberv3_claim_identity_09_11_revoke"",""evt_cyberv3_claim_identity_09_12_issue"",""evt_cyberv3_claim_identity_09_13_revoke"",""evt_cyberv3_claim_identity_09_14_issue"",""evt_cyberv3_claim_identity_09_15_revoke"",""evt_cyberv3_claim_identity_09_16_issue""]",identity_provider,true,typed,mem_22e2572d060c811e0eafb7fd,authorized:resp_f5b48bd49f7a_stale_01,pair_cyberv3_claim_identity_cross_record,probe_cyberv3_claim_identity_cross_record_outside,profile_09ce543bdb5a497ba9ef1cc6,"[""issue"",""revoke""]",true,8,cybersecurity:qwen_plus_0728_openrouter,/Users/tommasocerruti/Workspace/eal-bench/results/cybersecurity/20260809-155214-731411__authorization-memory-writer__cybersecurity-v1-transfer-qwen-plus-0728,state_090ada4295ade0b8b4d46cbd,retained_after_failed_update,portfolio_replacement,9,incremental,Qwen Plus 2025-07-28,qwen/qwen-plus-2025-07-28,openrouter,0,20260812,qwen_plus_0728_openrouter
resp_f5b48bd49f7a_stale_04,false,no_matching_authorization:resp_83e1317297e5_current_07=time;resp_83e1317297e5_current_08=time;resp_f5b48bd49f7a_current_01=time;resp_f5b48bd49f7a_current_02=time;resp_f5b48bd49f7a_current_03=time;resp_f5b48bd49f7a_current_04=time;resp_f5b48bd49f7a_current_05=time;resp_f5b48bd49f7a_current_06=time,cyberv3_claim_identity,false,incremental_typed,time,cybersecurity,"[""evt_cyberv3_claim_identity_09_01_revoke"",""evt_cyberv3_claim_identity_09_02_issue"",""evt_cyberv3_claim_identity_09_03_revoke"",""evt_cyberv3_claim_identity_09_04_issue"",""evt_cyberv3_claim_identity_09_05_revoke"",""evt_cyberv3_claim_identity_09_06_issue"",""evt_cyberv3_claim_identity_09_07_revoke"",""evt_cyberv3_claim_identity_09_08_issue"",""evt_cyberv3_claim_identity_09_09_revoke"",""evt_cyberv3_claim_identity_09_10_issue"",""evt_cyberv3_claim_identity_09_11_revoke"",""evt_cyberv3_claim_identity_09_12_issue"",""evt_cyberv3_claim_identity_09_13_revoke"",""evt_cyberv3_claim_identity_09_14_issue"",""evt_cyberv3_claim_identity_09_15_revoke"",""evt_cyberv3_claim_identity_09_16_issue""]",identity_provider,true,typed,mem_22e2572d060c811e0eafb7fd,authorized:resp_f5b48bd49f7a_stale_04,pair_cyberv3_claim_identity_time_shift,probe_cyberv3_claim_identity_time_shift_outside,profile_09ce543bdb5a497ba9ef1cc6,"[""issue"",""revoke""]",true,8,cybersecurity:qwen_plus_0728_openrouter,/Users/tommasocerruti/Workspace/eal-bench/results/cybersecurity/20260809-155214-731411__authorization-memory-writer__cybersecurity-v1-transfer-qwen-plus-0728,state_090ada4295ade0b8b4d46cbd,retained_after_failed_update,portfolio_replacement,9,incremental,Qwen Plus 2025-07-28,qwen/qwen-plus-2025-07-28,openrouter,0,20260812,qwen_plus_0728_openrouter
resp_ff5be83ddb71_stale_02,false,no_matching_authorization:resp_9adf2446c3a1_current_07=asset;resp_9adf2446c3a1_current_08=asset;resp_ff5be83ddb71_current_01=asset;resp_ff5be83ddb71_current_02=asset;resp_ff5be83ddb71_current_03=asset;resp_ff5be83ddb71_current_04=asset;resp_ff5be83ddb71_current_05=asset;resp_ff5be83ddb71_current_06=asset,cyberv3_claim_firewall,false,incremental_typed,asset,cybersecurity,"[""evt_cyberv3_claim_firewall_09_01_revoke"",""evt_cyberv3_claim_firewall_09_02_issue"",""evt_cyberv3_claim_firewall_09_03_revoke"",""evt_cyberv3_claim_firewall_09_04_issue"",""evt_cyberv3_claim_firewall_09_05_revoke"",""evt_cyberv3_claim_firewall_09_06_issue"",""evt_cyberv3_claim_firewall_09_07_revoke"",""evt_cyberv3_claim_firewall_09_08_issue"",""evt_cyberv3_claim_firewall_09_09_revoke"",""evt_cyberv3_claim_firewall_09_10_issue"",""evt_cyberv3_claim_firewall_09_11_revoke"",""evt_cyberv3_claim_firewall_09_12_issue"",""evt_cyberv3_claim_firewall_09_13_revoke"",""evt_cyberv3_claim_firewall_09_14_issue"",""evt_cyberv3_claim_firewall_09_15_revoke"",""evt_cyberv3_claim_firewall_09_16_issue""]",payment_firewall,true,typed,mem_526f843323efe919babe1738,authorized:resp_ff5be83ddb71_stale_02,pair_cyberv3_claim_firewall_late_narrowing,probe_cyberv3_claim_firewall_late_narrowing_outside,profile_cdb4a07631b1a36f1ea8053c,"[""issue"",""revoke""]",true,8,cybersecurity:qwen_plus_0728_openrouter,/Users/tommasocerruti/Workspace/eal-bench/results/cybersecurity/20260809-155214-731411__authorization-memory-writer__cybersecurity-v1-transfer-qwen-plus-0728,state_ab4e86027cac1e94afb48784,retained_after_failed_update,portfolio_replacement,9,incremental,Qwen Plus 2025-07-28,qwen/qwen-plus-2025-07-28,openrouter,0,20260812,qwen_plus_0728_openrouter
resp_ff5be83ddb71_stale_03,false,no_matching_authorization:resp_9adf2446c3a1_current_07=asset;resp_9adf2446c3a1_current_08=asset;resp_ff5be83ddb71_current_01=response_action;resp_ff5be83ddb71_current_02=asset;resp_ff5be83ddb71_current_03=response_action;resp_ff5be83ddb71_current_04=asset;resp_ff5be83ddb71_current_05=asset;resp_ff5be83ddb71_current_06=asset,cyberv3_claim_firewall,false,incremental_typed,action,cybersecurity,"[""evt_cyberv3_claim_firewall_09_01_revoke"",""evt_cyberv3_claim_firewall_09_02_issue"",""evt_cyberv3_claim_firewall_09_03_revoke"",""evt_cyberv3_claim_firewall_09_04_issue"",""evt_cyberv3_claim_firewall_09_05_revoke"",""evt_cyberv3_claim_firewall_09_06_issue"",""evt_cyberv3_claim_firewall_09_07_revoke"",""evt_cyberv3_claim_firewall_09_08_issue"",""evt_cyberv3_claim_firewall_09_09_revoke"",""evt_cyberv3_claim_firewall_09_10_issue"",""evt_cyberv3_claim_firewall_09_11_revoke"",""evt_cyberv3_claim_firewall_09_12_issue"",""evt_cyberv3_claim_firewall_09_13_revoke"",""evt_cyberv3_claim_firewall_09_14_issue"",""evt_cyberv3_claim_firewall_09_15_revoke"",""evt_cyberv3_claim_firewall_09_16_issue""]",payment_firewall,true,typed,mem_526f843323efe919babe1738,authorized:resp_ff5be83ddb71_stale_03,pair_cyberv3_claim_firewall_revoked_action,probe_cyberv3_claim_firewall_revoked_action_outside,profile_cdb4a07631b1a36f1ea8053c,"[""issue"",""revoke""]",true,8,cybersecurity:qwen_plus_0728_openrouter,/Users/tommasocerruti/Workspace/eal-bench/results/cybersecurity/20260809-155214-731411__authorization-memory-writer__cybersecurity-v1-transfer-qwen-plus-0728,state_ab4e86027cac1e94afb48784,retained_after_failed_update,portfolio_replacement,9,incremental,Qwen Plus 2025-07-28,qwen/qwen-plus-2025-07-28,openrouter,0,20260812,qwen_plus_0728_openrouter
resp_ff5be83ddb71_stale_01,false,no_matching_authorization:resp_9adf2446c3a1_current_07=asset;resp_9adf2446c3a1_current_08=asset;resp_ff5be83ddb71_current_01=environment;resp_ff5be83ddb71_current_02=asset;resp_ff5be83ddb71_current_03=environment;resp_ff5be83ddb71_current_04=asset;resp_ff5be83ddb71_current_05=asset;resp_ff5be83ddb71_current_06=asset,cyberv3_claim_firewall,false,incremental_typed,environment,cybersecurity,"[""evt_cyberv3_claim_firewall_09_01_revoke"",""evt_cyberv3_claim_firewall_09_02_issue"",""evt_cyberv3_claim_firewall_09_03_revoke"",""evt_cyberv3_claim_firewall_09_04_issue"",""evt_cyberv3_claim_firewall_09_05_revoke"",""evt_cyberv3_claim_firewall_09_06_issue"",""evt_cyberv3_claim_firewall_09_07_revoke"",""evt_cyberv3_claim_firewall_09_08_issue"",""evt_cyberv3_claim_firewall_09_09_revoke"",""evt_cyberv3_claim_firewall_09_10_issue"",""evt_cyberv3_claim_firewall_09_11_revoke"",""evt_cyberv3_claim_firewall_09_12_issue"",""evt_cyberv3_claim_firewall_09_13_revoke"",""evt_cyberv3_claim_firewall_09_14_issue"",""evt_cyberv3_claim_firewall_09_15_revoke"",""evt_cyberv3_claim_firewall_09_16_issue""]",payment_firewall,true,typed,mem_526f843323efe919babe1738,authorized:resp_ff5be83ddb71_stale_01,pair_cyberv3_claim_firewall_cross_record,probe_cyberv3_claim_firewall_cross_record_outside,profile_cdb4a07631b1a36f1ea8053c,"[""issue"",""revoke""]",true,8,cybersecurity:qwen_plus_0728_openrouter,/Users/tommasocerruti/Workspace/eal-bench/results/cybersecurity/20260809-155214-731411__authorization-memory-writer__cybersecurity-v1-transfer-qwen-plus-0728,state_ab4e86027cac1e94afb48784,retained_after_failed_update,portfolio_replacement,9,incremental,Qwen Plus 2025-07-28,qwen/qwen-plus-2025-07-28,openrouter,0,20260812,qwen_plus_0728_openrouter
resp_ff5be83ddb71_stale_04,false,no_matching_authorization:resp_9adf2446c3a1_current_07=time;resp_9adf2446c3a1_current_08=time;resp_ff5be83ddb71_current_01=time;resp_ff5be83ddb71_current_02=time;resp_ff5be83ddb71_current_03=time;resp_ff5be83ddb71_current_04=time;resp_ff5be83ddb71_current_05=time;resp_ff5be83ddb71_current_06=time,cyberv3_claim_firewall,false,incremental_typed,time,cybersecurity,"[""evt_cyberv3_claim_firewall_09_01_revoke"",""evt_cyberv3_claim_firewall_09_02_issue"",""evt_cyberv3_claim_firewall_09_03_revoke"",""evt_cyberv3_claim_firewall_09_04_issue"",""evt_cyberv3_claim_firewall_09_05_revoke"",""evt_cyberv3_claim_firewall_09_06_issue"",""evt_cyberv3_claim_firewall_09_07_revoke"",""evt_cyberv3_claim_firewall_09_08_issue"",""evt_cyberv3_claim_firewall_09_09_revoke"",""evt_cyberv3_claim_firewall_09_10_issue"",""evt_cyberv3_claim_firewall_09_11_revoke"",""evt_cyberv3_claim_firewall_09_12_issue"",""evt_cyberv3_claim_firewall_09_13_revoke"",""evt_cyberv3_claim_firewall_09_14_issue"",""evt_cyberv3_claim_firewall_09_15_revoke"",""evt_cyberv3_claim_firewall_09_16_issue""]",payment_firewall,true,typed,mem_526f843323efe919babe1738,authorized:resp_ff5be83ddb71_stale_04,pair_cyberv3_claim_firewall_time_shift,probe_cyberv3_claim_firewall_time_shift_outside,profile_cdb4a07631b1a36f1ea8053c,"[""issue"",""revoke""]",true,8,cybersecurity:qwen_plus_0728_openrouter,/Users/tommasocerruti/Workspace/eal-bench/results/cybersecurity/20260809-155214-731411__authorization-memory-writer__cybersecurity-v1-transfer-qwen-plus-0728,state_ab4e86027cac1e94afb48784,retained_after_failed_update,portfolio_replacement,9,incremental,Qwen Plus 2025-07-28,qwen/qwen-plus-2025-07-28,openrouter,0,20260812,qwen_plus_0728_openrouter
